Key	English	Japanese	Comment
pokemon_desc_0084	Doduo's two heads never sleep at the same time. Its two heads take turns sleeping, so one head can always keep watch for enemies while the other one sleeps. 	２つの頭が同時に眠ることはない。寝ているとき敵から襲われないように代りばんこで見張りをしているからだ。	
pokemon_desc_0085	Watch out if Dodrio's three heads are looking in three separate directions. It's a sure sign that it is on its guard. Don't go near this Pokémon if it's being wary—it may decide to peck you. 	３つの頭が別々の方向を向いているときは警戒している証拠。うかつに近寄るとくちばしで突かれるぞ。	
pokemon_desc_0086	Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head. 	氷に覆われた海でエサを採る。息継ぎをするときは頭の出っ張りで氷を割って海から顔を出す。	
pokemon_desc_0087	Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago. 	冷たい氷の上で寝るのが大好き。昔氷山で眠る姿を見た船乗りが人魚と間違えた。	
pokemon_desc_0088	Grimer's sludgy and rubbery body can be forced through any opening, however small it may be. This Pokémon enters sewer pipes to drink filthy wastewater. 	ドロドロブヨブヨした体はどんなに細いすき間にも入り込むことができる。下水管に潜って汚い水を飲む。	
pokemon_desc_0089	From Muk's body seeps a foul fluid that gives off a nose-bendingly horrible stench. Just one drop of this Pokémon's body fluid can turn a pool stagnant and rancid. 	体から染み出している体液は鼻が曲がるほど強烈な臭いを放つ。１滴でプールの水が濁り臭いだす。	
pokemon_desc_0090	At night, this Pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, Shellder closes its shell, but leaves its tongue hanging out. 	夜になると大きなベロで海底の砂に穴を掘りその中で眠る。カラを閉じて眠るがベロは出したまま。	
pokemon_desc_0091	Cloyster is capable of swimming in the sea. It does so by swallowing water, then jetting it out toward the rear. This Pokémon shoots spikes from its shell using the same system. 	飲み込んだ海水を後ろへ勢いよく噴射することで海の中を泳ぐ。トゲを発射する仕組みも同じ。	
pokemon_desc_0092	Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind. 	強風を受けるとガス状の体はみるみる吹き飛ばされ小さくなってしまう。風を避けたゴースが軒下に集まる。	
pokemon_desc_0093	Haunter is a dangerous Pokémon. If one beckons you while floating in darkness, you must never approach it. This Pokémon will try to lick you with its tongue and steal your life away. 	闇に浮かぶゴーストが手招きしても絶対に近寄ってはいけないよ。ペロリとなめられ命を吸われてしまうぞ。	
pokemon_desc_0094	Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a Gengar running past you, pretending to be your shadow. 	真夜中街灯の灯りでできた影が自分を追い越していくのはゲンガーが影に成りすまして走っていくからだ。	
pokemon_desc_0095	Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother. 	脳みそに磁石があるので土の中を掘り進んでいても方向を間違えない。年を取るほど体は丸みを帯びる。	
pokemon_desc_0096	If your nose becomes itchy while you are sleeping, it's a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils. 	眠っているときキミの鼻がムズムズしたらまくら元に立ったスリープが鼻の穴から夢を食べようとしている合図。	
pokemon_desc_0097	Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokémon searches for prey, it polishes the pendulum. 	手に持っている振り子の動きと輝きが相手を深い催眠状態に落とす。獲物を探しながら振り子を磨いている。	
pokemon_desc_0098	Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory. 	砂浜に穴を掘りそこで暮らしている。エサの少ない砂浜では場所取りをするクラブたちの争いをみることができる。	
pokemon_desc_0099	Kingler has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the Pokémon quickly tires. 	キングラーは巨大なハサミを振って仲間同士で合図を送りあっているがハサミが重すぎてすぐに疲れてしまう。	
pokemon_desc_0100	Voltorb was first sighted at a company that manufactures Poké Balls. The link between that sighting and the fact that this Pokémon looks very similar to a Poké Ball remains a mystery. 	モンスターボールをつくっている会社で初めて発見されたことと姿形が似ていることの関係はまだナゾである。	
pokemon_desc_0101	Electrode eats electricity in the atmosphere. On days when lightning strikes, you can see this Pokémon exploding all over the place from eating too much electricity. 	空気中の電気エネルギーを食べる。カミナリの落ちる日は電気を食べ過ぎたマルマインがあちらこちらで大爆発する。	
pokemon_desc_0102	This Pokémon consists of six eggs that form a closely knit cluster. The six eggs attract each other and spin around. When cracks increasingly appear on the eggs, Exeggcute is close to evolution. 	仲間思いの６個の卵はお互いに引きつけ合いくるくる回転している。カラのヒビが増えると進化は間近だ。	
pokemon_desc_0103	Exeggutor originally came from the tropics. Its heads steadily grow larger from exposure to strong sunlight. It is said that when the heads fall off, they group together to form Exeggcute. 	南国生まれのナッシーの頭は強い日差しをいっぱい浴びてどんどん育ち地面に落ちるとタマタマになるという。	
pokemon_desc_0104	Cubone pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull the Pokémon wears are made by the tears it sheds. 	２度と会えない母親の面影を満月にみつけて泣き声をあげる。被っているホネの染みは涙のあと。	
pokemon_desc_0105	Marowak is the evolved form of a Cubone that has overcome its sadness at the loss of its mother and grown tough. This Pokémon's tempered and hardened spirit is not easily broken. 	母親に会えない悲しみを乗り越えたカラカラがたくましく進化した姿。鍛えられた心は簡単にくじけない。	
pokemon_desc_0106	Hitmonlee's legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue. 	自在に伸び縮みする足で強烈なキックを放ち相手を蹴り倒す。戦いの後疲れた足をもみ解す。	
pokemon_desc_0107	Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokémon has an indomitable spirit and will never give up in the face of adversity. 	世界チャンピオンを目指していたボクサーの魂が宿ったといわれるエビワラーは不屈の精神で絶対にへこたれない。	
pokemon_desc_0108	Whenever Lickitung comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things. 	初めて目にするものは必ずペロリ。舌触りと味で記憶しているのだ。でも酸っぱいものはちょっと苦手。	
pokemon_desc_0109	If Koffing becomes agitated, it raises the toxicity of its internal gases and jets them out from all over its body. This Pokémon may also overinflate its round body, then explode. 	刺激を与えるとガスの毒素が強まり体のあちこちから勢いよく吹き出す。真ん丸に膨らんだ後大爆発する。	
pokemon_desc_0110	Weezing loves the gases given off by rotted kitchen garbage. This Pokémon will find a dirty, unkempt house and make it its home. At night, when the people in the house are asleep, it will go through the trash. 	腐った生ゴミから出るガスが大好き。掃除をしない家にすみつき家族が寝静まった真夜中ゴミ箱を漁る。	
pokemon_desc_0111	Rhyhorn runs in a straight line, smashing everything in its path. It is not bothered even if it rushes headlong into a block of steel. This Pokémon may feel some pain from the collision the next day, however. 	ひたすら真っ直ぐ突き進み壊しまくる。鋼鉄の塊にぶつかっても平気だが１日経つとちょっと痛みを感じる。	
pokemon_desc_0112	Rhydon's horn can crush even uncut diamonds. One sweeping blow of its tail can topple a building. This Pokémon's hide is extremely tough. Even direct cannon hits don't leave a scratch. 	ツノはダイヤモンドの原石を砕き尻尾の一撃はビルをなぎ倒す。硬い皮膚は大砲でもキズつかない。	
pokemon_desc_0113	Chansey lays nutritionally excellent eggs on an everyday basis. The eggs are so delicious, they are easily and eagerly devoured by even those people who have lost their appetite. 	栄養満点のタマゴを毎日産む。食欲を無くした人でもペロリと食べてしまうほど美味しいタマゴだ。	
pokemon_desc_0114	Tangela's vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day. 	敵につかまれるとツルはぷちっと切れる。全然痛くないのでそのスキに逃げる。翌日には新しいツルが生えそろうぞ。	
pokemon_desc_0115	If you come across a young Kangaskhan playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon's parent is sure to be in the area, and it will become violently enraged at you. 	ガルーラの子どもが１匹で遊んでいても絶対に捕まえたりしてはいけないよ。近くにいる親が激しく怒りだすぞ。	
pokemon_desc_0116	Horsea eats small insects and moss off of rocks. If the ocean current turns fast, this Pokémon anchors itself by wrapping its tail around rocks or coral to prevent being washed away. 	小さなムシや岩場のコケを食べる。海流が速くなると尻尾を岩場やサンゴに巻きつけ流されないようにする。	
pokemon_desc_0117	Seadra sleeps after wriggling itself between the branches of coral. Those trying to harvest coral are occasionally stung by this Pokémon's poison barbs if they fail to notice it. 	サンゴの枝のすき間に潜って眠る。シードラに気づかずサンゴを取ろうとして毒のトゲに刺されてしまうことがある。	
pokemon_desc_0118	Goldeen is a very beautiful Pokémon with fins that billow elegantly in water. However, don't let your guard down around this Pokémon—it could ram you powerfully with its horn. 	水中で優雅に棚引くひれがとても美しいポケモンだが油断をしていると強烈なツノの一突きをくらうぞ。	
pokemon_desc_0119	In the autumn, Seaking males can be seen performing courtship dances in riverbeds to woo females. During this season, this Pokémon's body coloration is at its most beautiful. 	秋になるとメスにプロポーズするために川底で踊るオスをみることができる。体の色が最も美しい季節。	
pokemon_desc_0120	Staryu's center section has an organ called the core that shines bright red. If you go to a beach toward the end of summer, the glowing cores of these Pokémon look like the stars in the sky. 	夏の終わりごろ夜に砂浜にいくとコアと呼ばれる器官を赤く光らせたヒトデマンが星のように見えるよ。	
pokemon_desc_0121	Starmie's center section—the core—glows brightly in seven colors. Because of its luminous nature, this Pokémon has been given the nickname “the gem of the sea.”	体の中心にあるコアと呼ばれる部分が七色に輝くことから海の宝石という別名をつけられた。	
pokemon_desc_0122	Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real. 	目に見えないものを身振りでそこにあると信じ込ませるパントマイムの達人。信じさせたものは本当に現れる。	
pokemon_desc_0123	Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon's scythes are so effective, they can slice through thick logs in one wicked stroke. 	目にも止まらぬスピードが両腕のカマの切れ味をさらに鋭くするのだ。一振りすれば大木も真っ二つだ。	
pokemon_desc_0124	Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing. 	踊るような腰つきでリズミカルに歩く。その動きは見ている人も思わず腰を振ってしまうほど軽やかなのだ。	
pokemon_desc_0125	When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods. 	嵐がくると木の上などカミナリの落ちそうな高い場所へ競って登る。避雷針代わりにする街もある。	
pokemon_desc_0126	In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon's fiery bursts create heat waves that ignite grass and trees in its surroundings. 	戦いになると体から灼熱の炎を噴き上げ相手を威嚇する。その熱風で周りの草木も燃やすぞ。	
pokemon_desc_0127	Pinsir is astoundingly strong. It can grip a foe weighing twice its weight in its horns and easily lift it. This Pokémon's movements turn sluggish in cold places. 	自分の体重の２倍もある相手をツノで挟み軽々持ち上げる怪力。寒い場所では体の動きが鈍る。	
pokemon_desc_0128	This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself. 	いつも暴れていないと気がすまない。戦う相手がいないときは大木にぶち当たりなぎ倒すことで気を静める。	
pokemon_desc_0129	Magikarp is a pathetic excuse for a Pokémon that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it. 	跳ねることしかしない情けないポケモン。なぜ跳ねるのか調べた研究者がいるほどとにかく跳ねて跳ねて跳ねまくる。	
pokemon_desc_0130	When Magikarp evolves into Gyarados, its brain cells undergo a structural transformation. It is said that this transformation is to blame for this Pokémon's wildly violent nature. 	コイキングからギャラドスに進化するとき脳細胞の構造が組み換わるために性格が凶暴になるといわれている。	
pokemon_desc_0131	People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain. 	人が絶滅の危機に追い込んでしまった。夕暮どきになると少なくなった仲間を探して悲しそうな声で歌うという。	
pokemon_desc_0132	Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong. 	体の細胞を組み換えて変身する。思い出しながら以前見たものに変わるとちょっと違う形になってしまうのだ。	
pokemon_desc_0133	Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve. 	暮らしている環境で突然変異する不安定な遺伝子を持つポケモン。石の放射線が進化を引き起こす。	
pokemon_desc_0134	Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water. 	突然変異により水中で生活できるようにヒレとエラが生えてきた。水を自在に操る力を持つ。	
pokemon_desc_0135	Jolteon's cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles. 	細胞の出す弱い電気を体毛の静電気で増幅させカミナリを落とす。逆立った体毛は電気を帯びた針。	
pokemon_desc_0136	Flareon's fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon's body temperature can rise to a maximum of 1,650 degrees Fahrenheit. 	ふさふさの体毛は上がり過ぎた体温を空気に放熱して下げる機能を持つ。体温は最高９００度まで上がるぞ。	
pokemon_desc_0137	Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying. 	全身をプログラムデータに戻して電子空間に入ることができる。コピーガードされているのでコピーできない。	
pokemon_desc_0138	Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell. 	大昔に絶滅したが人間の手で化石から復活させたポケモンの一つ。敵に襲われると硬いカラに隠れる。	
pokemon_desc_0139	Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous. 	触手を操り獲物を捕まえる。カラが大きくなり過ぎたことで動きが鈍くなり絶滅したと考えられている。	
pokemon_desc_0140	Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years. 	化石から復活したポケモンだがまれに生き続けているカブトを発見できる。その姿は３億年変わっていない。	
pokemon_desc_0141	Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs. 	水中を泳ぎ獲物を捕らえていた。水の生活から地上で暮らせるようにエラや足などが変化を始めていた。	
pokemon_desc_0142	Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times. 	コハクから取り出した遺伝子を再生して復活した恐竜時代のポケモン。空の王者だったと想像されている。	
pokemon_desc_0143	Snorlax's typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play. 	食べて寝ての繰り返しで１日が終わる。大きなお腹の上を遊び場にしている子どもたちもいるほど大人しいポケモンだ。	
pokemon_desc_0144	Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall. 	氷を操る伝説の鳥ポケモン。羽ばたくことで空気を冷たく冷やすのでフリーザーが飛ぶと雪が降るといわれる。	
pokemon_desc_0145	Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts. 	電気を操る伝説の鳥ポケモン。普段はカミナリ雲の中で暮らしている。カミナリに撃たれると力がわいてくる。	
pokemon_desc_0146	Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself. 	炎を操る伝説の鳥ポケモン。体が傷つくと火口のマグマに入り全身を燃やして傷を癒すという。	
pokemon_desc_0147	Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels. 	ミニリュウが脱皮を繰り返しているのは体の中で生命のエネルギーがどんどん膨らみ抑えきれなくなるからだ。	
pokemon_desc_0148	Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail. 	大きなエネルギーを体にためている。首と尻尾の水晶からエネルギーを解き放ちあたりの天気を変えるという。	
pokemon_desc_0149	Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land. 	１６時間で地球を１周できる。嵐で難破しかけた船を見つけると陸地まで誘導する優しいポケモン。	
pokemon_desc_0150	Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon's body, they failed to endow Mewtwo with a compassionate heart. 	遺伝子操作によってつくられたポケモン。人間の科学力で体はつくれても優しい心をつくることはできなかった。	
pokemon_desc_0151	Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people. 	すべてのポケモンの遺伝子をもつという。自由自在に姿を消すことができるので人に近づいてもまったく気づかれない。	
pokemon_category_0000	None	None	
pokemon_category_0001	Seed Pokémon	たねポケモン	
pokemon_category_0002	Seed Pokémon	たねポケモン	
pokemon_category_0003	Seed Pokémon	たねポケモン	
pokemon_category_0004	Lizard Pokémon	とかげポケモン	
pokemon_category_0005	Flame Pokémon	かえんポケモン	
pokemon_category_0006	Flame Pokémon	かえんポケモン	
pokemon_category_0007	Tiny Turtle Pokémon	かめのこポケモン	
pokemon_category_0008	Turtle Pokémon	かめポケモン	
pokemon_category_0009	Shellfish Pokémon	こうらポケモン	
pokemon_category_0010	Worm Pokémon	いもむしポケモン	
pokemon_category_0011	Cocoon Pokémon	さなぎポケモン	
pokemon_category_0012	Butterfly Pokémon	ちょうちょポケモン	
pokemon_category_0013	Hairy Bug Pokémon	けむしポケモン	
pokemon_category_0014	Cocoon Pokémon	さなぎポケモン	
pokemon_category_0015	Poison Bee Pokémon	どくばちポケモン	
pokemon_category_0016	Tiny Bird Pokémon	ことりポケモン	
pokemon_category_0017	Bird Pokémon	とりポケモン	
pokemon_category_0018	Bird Pokémon	とりポケモン	
pokemon_category_0019	Mouse Pokémon	ねずみポケモン	
pokemon_category_0020	Mouse Pokémon	ねずみポケモン	
pokemon_category_0021	Tiny Bird Pokémon	ことりポケモン	
pokemon_category_0022	Beak Pokémon	くちばしポケモン	
pokemon_category_0023	Snake Pokémon	へびポケモン	
pokemon_category_0024	Cobra Pokémon	コブラポケモン	
pokemon_category_0025	Mouse Pokémon	ねずみポケモン	
pokemon_category_0026	Mouse Pokémon	ねずみポケモン	
pokemon_category_0027	Mouse Pokémon	ねずみポケモン	
pokemon_category_0028	Mouse Pokémon	ねずみポケモン	
pokemon_category_0029	Poison Pin Pokémon	どくばりポケモン	
pokemon_category_0030	Poison Pin Pokémon	どくばりポケモン	
pokemon_category_0031	Drill Pokémon	ドリルポケモン	
pokemon_category_0032	Poison Pin Pokémon	どくばりポケモン	
pokemon_category_0033	Poison Pin Pokémon	どくばりポケモン	
pokemon_category_0034	Drill Pokémon	ドリルポケモン	
pokemon_category_0035	Fairy Pokémon	ようせいポケモン	
pokemon_category_0036	Fairy Pokémon	ようせいポケモン	
pokemon_category_0037	Fox Pokémon	きつねポケモン	
pokemon_category_0038	Fox Pokémon	きつねポケモン	
pokemon_category_0039	Balloon Pokémon	ふうせんポケモン	
pokemon_category_0040	Balloon Pokémon	ふうせんポケモン	
pokemon_category_0041	Bat Pokémon	こうもりポケモン	
pokemon_category_0042	Bat Pokémon	こうもりポケモン	
pokemon_category_0043	Weed Pokémon	ざっそうポケモン	
pokemon_category_0044	Weed Pokémon	ざっそうポケモン	
pokemon_category_0045	Flower Pokémon	フラワーポケモン	
pokemon_category_0046	Mushroom Pokémon	きのこポケモン	
pokemon_category_0047	Mushroom Pokémon	きのこポケモン	
pokemon_category_0048	Insect Pokémon	こんちゅうポケモン	
pokemon_category_0049	Poison Moth Pokémon	どくがポケモン	
pokemon_category_0050	Mole Pokémon	もぐらポケモン	
pokemon_category_0051	Mole Pokémon	もぐらポケモン	
pokemon_category_0052	Scratch Cat Pokémon	ばけねこポケモン	
pokemon_category_0053	Classy Cat Pokémon	シャムネコポケモン	
pokemon_category_0054	Duck Pokémon	あひるポケモン	
pokemon_category_0055	Duck Pokémon	あひるポケモン	
pokemon_category_0056	Pig Monkey Pokémon	ぶたざるポケモン	
pokemon_category_0057	Pig Monkey Pokémon	ぶたざるポケモン	
pokemon_category_0058	Puppy Pokémon	こいぬポケモン	
pokemon_category_0059	Legendary Pokémon	でんせつポケモン	
pokemon_category_0060	Tadpole Pokémon	おたまポケモン	
pokemon_category_0061	Tadpole Pokémon	おたまポケモン	
pokemon_category_0062	Tadpole Pokémon	おたまポケモン	
pokemon_category_0063	Psi Pokémon	ねんりきポケモン	
pokemon_category_0064	Psi Pokémon	ねんりきポケモン	
pokemon_category_0065	Psi Pokémon	ねんりきポケモン	
pokemon_category_0066	Superpower Pokémon	かいりきポケモン	
pokemon_category_0067	Superpower Pokémon	かいりきポケモン	
pokemon_category_0068	Superpower Pokémon	かいりきポケモン	
pokemon_category_0069	Flower Pokémon	フラワーポケモン	
pokemon_category_0070	Flycatcher Pokémon	ハエとりポケモン	
pokemon_category_0071	Flycatcher Pokémon	ハエとりポケモン	
pokemon_category_0072	Jellyfish Pokémon	くらげポケモン	
pokemon_category_0073	Jellyfish Pokémon	くらげポケモン	
pokemon_category_0074	Rock Pokémon	がんせきポケモン	
pokemon_category_0075	Rock Pokémon	がんせきポケモン	
pokemon_category_0076	Megaton Pokémon	メガトンポケモン	
pokemon_category_0077	Fire Horse Pokémon	ひのうまポケモン	
pokemon_category_0078	Fire Horse Pokémon	ひのうまポケモン	
pokemon_category_0079	Dopey Pokémon	まぬけポケモン	
pokemon_category_0080	Hermit Crab Pokémon	やどかりポケモン	
pokemon_category_0081	Magnet Pokémon	じしゃくポケモン	
pokemon_category_0082	Magnet Pokémon	じしゃくポケモン	
pokemon_category_0083	Wild Duck Pokémon	かるがもポケモン	
pokemon_category_0084	Twin Bird Pokémon	ふたごどりポケモン	
pokemon_category_0085	Triple Bird Pokémon	みつごどりポケモン	
pokemon_category_0086	Sea Lion Pokémon	あしかポケモン	
pokemon_category_0087	Sea Lion Pokémon	あしかポケモン	
pokemon_category_0088	Sludge Pokémon	ヘドロポケモン	
pokemon_category_0089	Sludge Pokémon	ヘドロポケモン	
pokemon_category_0090	Bivalve Pokémon	２まいがいポケモン	
pokemon_category_0091	Bivalve Pokémon	２まいがいポケモン	
pokemon_category_0092	Gas Pokémon	ガスじょうポケモン	
pokemon_category_0093	Gas Pokémon	ガスじょうポケモン	
pokemon_category_0094	Shadow Pokémon	シャドーポケモン	
pokemon_category_0095	Rock Snake Pokémon	いわへびポケモン	
pokemon_category_0096	Hypnosis Pokémon	さいみんポケモン	
pokemon_category_0097	Hypnosis Pokémon	さいみんポケモン	
pokemon_category_0098	River Crab Pokémon	さわがにポケモン	
pokemon_category_0099	Pincer Pokémon	はさみポケモン	
pokemon_category_0100	Ball Pokémon	ボールポケモン	
pokemon_category_0101	Ball Pokémon	ボールポケモン	
pokemon_category_0102	Egg Pokémon	たまごポケモン	
pokemon_category_0103	Coconut Pokémon	やしのみポケモン	
pokemon_category_0104	Lonely Pokémon	こどくポケモン	
pokemon_category_0105	Bone Keeper Pokémon	ほねずきポケモン	
pokemon_category_0106	Kicking Pokémon	キックポケモン	
pokemon_category_0107	Punching Pokémon	パンチポケモン	
pokemon_category_0108	Licking Pokémon	なめまわしポケモン	
pokemon_category_0109	Poison Gas Pokémon	どくガスポケモン	
pokemon_category_0110	Poison Gas Pokémon	どくガスポケモン	
pokemon_category_0111	Spikes Pokémon	とげとげポケモン	
pokemon_category_0112	Drill Pokémon	ドリルポケモン	
pokemon_category_0113	Egg Pokémon	たまごポケモン	
pokemon_category_0114	Vine Pokémon	ツルじょうポケモン	
pokemon_category_0115	Parent Pokémon	おやこポケモン	
pokemon_category_0116	Dragon Pokémon	ドラゴンポケモン	
pokemon_category_0117	Dragon Pokémon	ドラゴンポケモン	
pokemon_category_0118	Goldfish Pokémon	きんぎょポケモン	
pokemon_category_0119	Goldfish Pokémon	きんぎょポケモン	
pokemon_category_0120	Star Shape Pokémon	ほしがたポケモン	
pokemon_category_0121	Mysterious Pokémon	なぞのポケモン	
pokemon_category_0122	Barrier Pokémon	バリアーポケモン	
pokemon_category_0123	Mantis Pokémon	かまきりポケモン	
pokemon_category_0124	Human Shape Pokémon	ひとがたポケモン	
pokemon_category_0125	Electric Pokémon	でんげきポケモン	
pokemon_category_0126	Spitfire Pokémon	ひふきポケモン	
pokemon_category_0127	Stag Beetle Pokémon	くわがたポケモン	
pokemon_category_0128	Wild Bull Pokémon	あばれうしポケモン	
pokemon_category_0129	Fish Pokémon	さかなポケモン	
pokemon_category_0130	Atrocious Pokémon	きょうあくポケモン	
pokemon_category_0131	Transport Pokémon	のりものポケモン	
pokemon_category_0132	Transform Pokémon	へんしんポケモン	
pokemon_category_0133	Evolution Pokémon	しんかポケモン	
pokemon_category_0134	Bubble Jet Pokémon	あわはきポケモン	
pokemon_category_0135	Lightning Pokémon	かみなりポケモン	
pokemon_category_0136	Flame Pokémon	ほのおポケモン	
pokemon_category_0137	Virtual Pokémon	バーチャルポケモン	
pokemon_category_0138	Spiral Pokémon	うずまきポケモン	
pokemon_category_0139	Spiral Pokémon	うずまきポケモン	
pokemon_category_0140	Shellfish Pokémon	こうらポケモン	
pokemon_category_0141	Shellfish Pokémon	こうらポケモン	
pokemon_category_0142	Fossil Pokémon	かせきポケモン	
pokemon_category_0143	Sleeping Pokémon	いねむりポケモン	
pokemon_category_0144	Freeze Pokémon	れいとうポケモン	
pokemon_category_0145	Electric Pokémon	でんげきポケモン	
pokemon_category_0146	Flame Pokémon	かえんポケモン	
pokemon_category_0147	Dragon Pokémon	ドラゴンポケモン	
pokemon_category_0148	Dragon Pokémon	ドラゴンポケモン	
pokemon_category_0149	Dragon Pokémon	ドラゴンポケモン	
pokemon_category_0150	Genetic Pokémon	いでんしポケモン	
pokemon_category_0151	New Species Pokémon	しんしゅポケモン	
