"Key"	"English"	"Japanese"	"French"	"Spanish"	"German"	"Italian"
"err_gps_off"	"Your GPS is off. Pokémon GO requires your GPS to be turned on."	"GPSが無効になっています。本体の設定からGPSを有効にしてください。"	"Ton GPS est désactivé. Pour jouer à Pokémon GO, ton GPS doit être activé."	"Tu GPS está desactivado. Pokémon GO requiere que tu GPS esté activo."	"Dein GPS ist ausgeschaltet. Für <i>Pokémon GO</i> muss dein GPS eingeschaltet sein."	"GPS non attivo. Per usare Pokémon GO devi attivare le funzionalità GPS del tuo dispositivo."
"err_gps_silent"	"GPS signal not found."	"GPSの信号をさがしています"	"Signal GPS introuvable."	"No se ha podido encontrar la señal del GPS."	"GPS-Signal nicht gefunden."	"Segnale GPS non trovato."
"err_location_not_measured"	"Failed to detect location."	"位置情報を取得できません"	"Impossible de détecter ton emplacement."	"No se ha podido detectar la ubicación."	"Standort konnte nicht geortet werden."	"Impossibile identificare la località."
"err_no_internet"	"No Internet connectivity."	"インターネットに接続できません"	"Aucune connectivité Internet."	"No hay conexión a internet."	"Keine Internetverbindung."	"Internet non disponibile."
"err_retry"	"Retry"	"リトライ"	"Réessayer"	"Reintentar"	"Erneut versuchen"	"Riprova"
"err_skip"	"Not Now"	"あとで"	"Pas maintenant"	"Ahora no"	"Jetzt nicht"	"Non ora"
"err_update"	"Update"	"更新する"	"Mettre à jour"	"Actualizar"	"Aktualisieren"	"Aggiorna"
"err_update_now"	"A new version of Pokémon GO is available. Would you like to update now?"	"ストアを開いて最新バージョンに更新してください"	"Une nouvelle version de Pokémon GO est disponible. Veux-tu faire la mise à jour ?"	"Hay disponible una nueva versión de Pokémon GO. ¿Quieres actualizar tu versión ahora?"	"Eine neue Version von <i>Pokémon GO</i> ist erhältlich. Möchtest du das Spiel jetzt aktualisieren?"	"È disponibile una nuova versione di Pokémon GO. Vuoi eseguire l'aggiornamento?"
"err_taking_you_to_app_store"	"Update to continue..."	"更新する"	"Fais la mise à jour pour continuer..."	"Actualiza para continuar..."	"Aktualisieren, um fortzufahren ..."	"Aggiorna per continuare."
"feedback_added_xp"	"+{0} XP"	"+{0} XP"	"+{0} PX"	"+{0} PX"	"+{0} EP"	"+{0} PE"	"+{0} XP"	"+{0}”
"general_accept"	"Accept"	"同意します"	"Accepter"	"Aceptar"	"Akzeptieren"	"Accetta"
"general_error"	"Error"	"エラー"	"Erreur"	"Error"	"Fehler"	"Errore"
"general_network_error"	"Network Error"	"ネットワークエラー"	"Erreur de réseau"	"Error"	"Fehler"	"Errore"
"general_button_select"	"Select"	"決定"	"Sélectionner"	"Seleccionar"	"Auswählen"	"Seleziona"
"general_cancel"	"Cancel"	"キャンセル"	"Annuler"	"Cancelar"	"Abbrechen"	"Annulla"
"general_no"	"No"	"いいえ"	"Non"	"No"	"Nein"	"No"
"general_ok"	"OK"	"OK"	"OK"	"Vale"	"O. K."	"OK"
"general_pokemon"	"Pokémon"	"ポケモン"	"Pokémon"	"Pokémon"	"Pokémon"	"Pokémon"
"general_pokemon_inventory_full"	"Your collection is full."	"手持ちのポケモンがいっぱいです"	"Ta collection est complète."	"Tu colección está completa."	"Aufbewahrungslimit erreicht!"	"Non puoi avere altri Pokémon."
"general_sign_out"	"Sign Out"	"サインアウト"	"Fermer la session"	"Salir"	"Abmelden"	"Disconnetti"
"general_sign_out_confirm"	"Are you sure you want to sign out?"	"サインアウトしますか？"	"Veux-tu vraiment fermer ta session ?"	"¿Seguro que quieres salir?"	"Bist du sicher, dass du dich abmelden willst?"	"Sei sicuro di voler disconnettere?"
"general_yes"	"Yes"	"はい"	"Oui"	"Sí"	"Ja"	"Sì"
"gym_approach_battles_won"	"Battles Won:"	"BATTLES WIN :"	"Combats gagnés :"	"Combates ganados:"	"Gewonnene Kämpfe:"	"Lotte vinte:"
"gym_defeated"	"The Gym has been defeated!"	"ジムが攻略されてしまった"	"L’Arène a été conquise !"	"¡El Gimnasio ha sido derrotado!"	"Die Arena wurde besiegt!"	"La Palestra è stata sconfitta!"
"gym_gym_is_too_far"	"This Gym is too far away."	"ジムへもっと近づいてください"	"Cette Arène est trop loin."	"El Gimnasio está muy lejos."	"Diese Arena ist zu weit entfernt."	"Questa Palestra è troppo lontana."
"gym_leader_defeated"	"The Gym Leader has been defeated!"	"ジムリーダーが敗れた！"	"Le Champion d'Arène a été battu !"	"¡El Líder de Gimnasio ha sido derrotado!"	"Der Arenaleiter wurde besiegt!"	"Il Capopalestra è stato sconfitto!"
"gym_level"	"Gym level"	"ジムレベル"	"Niveau de l'Arène :"	"Nivel del Gimnasio"	"Arenalevel"	"Livello Palestra:"
"gym_lose_prestige"	"Prestige decreased by {0}."	"ジムの名声が {0} さがった"	"Prestige diminué de {0}."	"El prestigio ha disminuido en {0}."	"Prestige um {0} gesunken."	"Prestigio diminuito di {0}."
"gym_no_more_slots"	"The Gym is already full."	"ジムのメンバーがいっぱいです"	"Cette Arène est déjà pleine."	"El Gimnasio ya está lleno."	"Die Arena ist bereits voll."	"Questa Palestra è già al completo."
"gym_player_is_already_member"	"You're already a member of this Gym."	"あなたはすでにこのジムのメンバーです"	"Tu es déjà membre de cette Arène."	"Ya eres un miembro de este Gimnasio."	"Du bist schon Mitglied dieser Arena."	"Sei già un membro di questa Palestra."
"gym_prestige"	"Prestige"	"名声"	"Prestige"	"Prestigio"	"Prestige"	"Prestigio"
"gym_win_prestige"	"Prestige increased by {0}."	"ジムの名声が {0} 上がった"	"Prestige augmenté de {0}."	"El prestigio ha aumentado en {0}."	"Prestige um {0} gestiegen."	"Prestigio aumentato di {0}."
"gym_results_pokemon_defeated"	"Pokémon Defeated:"	"倒したポケモン:"	"Pokémon battus :"	"Pokémon derrotados:"	"Besiegte Pokémon:"	"Pokémon sconfitti:"
"gym_results_xp_awarded"	"XP"	"XP:"	"PX :"	"PX"	"EP:"	"PE"
"gym_results_xp_awarded_value"	"0"	"0"	"0"	"0"	"0"	"0"
"gym_results_prestige_change"	"Gym Prestige:"	"名声:"	"Prestige de l’Arène :"	"Prestigio del Gimnasio:"	"Arena-Prestige:"	"Prestigio della Palestra:"
"gym_results_victory"	"You win!"	"WIN"	"Bravo, tu as gagné !"	"¡Has ganado!"	"Du hast gewonnen!"	"Hai vinto!"
"gym_results_defeat"	"You lose!"	"LOSE"	"Désolé, tu as perdu !"	"Has perdido..."	"Du hast verloren!"	"Hai perso!"
"gym_results_timed_out"	"Time's up!"	"TIME UP"	"Le temps est écoulé !"	"¡Se acabó el tiempo!"	"Die Zeit ist abgelaufen!"	"Il tempo è scaduto!"
"gym_level_too_low"	"Please come back when you've reached level {0}!"	"レベル {0} にならないと、ジムバトルはできません"	"Reviens lorsque tu auras atteint le niveau {0} !"	"¡Vuelve cuando hayas alcanzado el nivel {0}!"	"Kehre zurück, wenn du Level {0} erreicht hast!"	"Ritorna quando avrai raggiunto il livello {0}!"
"gym_under_construction"	"Gyms are under construction."	"ジムはまだ準備中です"	"Les Arènes sont en construction."	"Gimnasio en obras."	"Arenen sind noch im Bau."	"Palestra in costruzione."
"gym_start_battle_error"	"Could not start battle."	"バトルを開始できませんでした"	"Impossible de commencer le combat."	"No se ha podido comenzar el combate."	"Kampf konnte nicht begonnen werden."	"Impossibile iniziare la lotta."
"item_bag_deployed"	"Pokémon assigned—item can't be used."	"ジムに配置されたポケモンには道具を使えません"	"Un Pokémon est déjà assigné. Cet objet ne peut pas être utilisé."	"Pokémon asignado. No se puede usar el objeto."	"Pokémon zugewiesen – Item kann nicht eingesetzt werden."	"Pokémon già assegnato. Impossibile usare lo strumento."
"item_bag_irrelevant"	"This item can't be used here."	"ここでは使えません"	"Cet objet ne peut pas être utilisé ici."	"Este objeto no se puede usar aquí."	"Dieses Item kann hier nicht eingesetzt werden."	"Questo strumento non può essere utilizzato qui."
"item_bag_no_items"	"No items available."	"道具がありません"	"Aucun objet n’est disponible."	"No hay objetos disponibles."	"Keine Items verfügbar."	"Nessuno strumento disponibile."
"item_bag_potion_fainted"	"Potions can't be used on fainted Pokémon."	"ひんしのポケモンには使えません"	"Les potions ne sont pas utilisables sur les Pokémon KO."	"Las Pociones no se pueden usar con Pokémon debilitados."	"Tränke können nicht auf ein kampfunfähiges Pokémon angewendet werden."	"Non puoi usare pozioni su Pokémon KO."
"item_bag_potion_full_health"	"This Pokémon already has full health."	"このポケモンの体力は満たんです"	"Ce Pokémon est en pleine santé."	"Este Pokémon ya tiene toda su energía."	"Dieses Pokémon ist bereits völlig geheilt."	"Questo Pokémon è in perfetta salute."
"item_bag_revive_not_fainted"	"Revives can only be used on fainted Pokémon."	"ひんしのポケモンにしか使えません"	"Les rappels ne sont utilisables que sur les Pokémon KO."	"Los Revivir solo se pueden usar con Pokémon debilitados."	"Beleber können nur auf ein kampfunfähiges Pokémon angewendet werden."	"Puoi usare revitalizzanti solo su Pokémon KO."
"item_use"	"USE"	"使う"	"UTILISER"	"Usar"	"Benutzen"	"USA"
"buff_already_applied"	"You've already applied this type of enhancement."	"すでに使用されています"	"Tu as déjà utilisé ce type d'amélioration."	"No puedes usar esta mejora por el momento."	"Du hast dieses Hilfsmittel schon verwendet."	"Hai già usato uno strumento di questo tipo."
"onboard_accept_tos"	"Accept"	"利用規約に同意します"	"Accepter"	"Aceptar"	"Akzeptieren"	"Accetta"
"onboard_decline_tos"	"Decline"	"同意しません"	"Refuser"	"Declinar"	"Nicht akzeptieren"	"Rifiuta"
"onboard_short_tos"	"Pokémon GO is a location-based game. Your location information is collected by this application and may be visible to other users when you take certain actions in the game."	"Pokémon GO は位置情報ゲームです。お使いの端末を通して位置情報が収集され、ゲーム上で行うアクションによっては、他ユーザーから見えることがあります。"	"Pokémon GO est un jeu basé sur votre environnement réel. Des informations sur votre emplacement sont recueillies par cette application et peuvent être vues par d’autres utilisateurs à certains moments dans le jeu."	"Pokémon GO es un juego basado en tu ubicación, que es recogida por esta aplicación y quizás visible a otros usuarios cuando tú realizas ciertas acciones en el juego. "	"<i>Pokémon GO</i> ist ein standortbezogenes Spiel. Deine Standortinformationen werden von dieser App erfasst und sind bei bestimmten Handlungen im Spiel für andere Spieler möglicherweise sichtbar."	"Pokémon GO è un gioco che interagisce con il mondo reale. Le informazioni sul luogo in cui ti trovi vengono raccolte da questa app e possono essere visualizzate da altri utenti quando svolgi determinate azioni all'interno del gioco."
"onboard_link_tos"	"Read the full Terms of Service before accepting these terms and conditions."	"必ず全文お読みください"	"Merci de lire attentivement les termes des Conditions d'utilisation avant de les accepter."	"Lee las condiciones de servicio al completo antes de aceptarlas."	"Lies dir die Nutzungsbedingungen vollständig durch, bevor du diese Bedingungen akzeptierst."	"Leggi attentamente i termini d'uso prima di accettare tali termini e tali condizioni."
"onboard_tos_title"	"Pokémon GO Terms of Service"	"Pokémon GO 利用規約"	"Conditions d'utilisation de Pokémon GO"	"Condiciones de servicio de Pokémon GO"	"Nutzungsbedingungen von <i>Pokémon GO</i>"	"Termini d'uso di Pokémon GO"
"onboard_are_you_sure_decline_tos"	"Are you sure you want to decline?"	"本当に同意しなくてよいですか？"	"Veux-tu vraiment refuser ?"	"¿Seguro que quieres declinar?"	"Bist du sicher, dass du nicht akzeptieren möchtest?"	"Sei sicuro di voler rifiutare?"
"onboard_terms_of_service"	"Terms of Service"	"利用規約"	"Conditions d'utilisation"	"Condiciones de servicio"	"Nutzungsbedingungen"	"Termini d'uso"
"onboard_select_your_avatar"	"Please choose your style."	"あなたのスタイルを選んでください"	"Choisis ton style."	"Elige tu estilo."	"Wähle deinen Look aus."	"Scegli lo stile che preferisci."
"onboard_done_customization"	"Are you all set?"	"これでいいですか？"	"Es-tu prêt ?"	"¿Todo listo?"	"Bist du bereit?"	"Tutto pronto?"
"onboard_select_a_name"	"What should the other Trainers and I call you?"	"あなたのニックネームを教えてください"	"Par quel nom veux-tu être appelé ?"	"¿Cómo deberíamos llamarte los demás?"	"Wie willst du von den anderen Trainern und mir genannt werden?"	"Con che nome posso chiamarti?"
"onboard_name_too_short_error"	"Try something longer."	"もう少し長いニックネームはありますか？"	"Ce nom est trop court."	"Prueba con algo más largo."	"Etwas länger!"	"Mmh... troppo lungo."
"onboard_name_invalid_characters_error"	"Only letters and numbers are allowed."	"アルファベットと数字しか使えません"	"N’utilise que des lettres ou des nombres, s’il te plaît."	"Solo se permiten letras y números."	"Es sind nur Buchstaben und Zahlen erlaubt."	"Puoi usare solo lettere e numeri."
"onboard_name_too_long_error"	"Try something shorter."	"もう少し短いニックネームはありますか？"	"Ce nom est trop long."	"Prueba con algo más corto."	"Etwas kürzer!"	"Mmh... troppo breve."
"onboard_name_not_available"	"That name isn't available."	"使用できないニックネームです"	"Ce nom n’est pas disponible."	"Ese nombre no está disponible."	"Dieser Name steht nicht zur Verfügung."	"Questo nome non è disponibile."
"onboard_name_not_valid"	"That name is invalid."	"無効なニックネームです"	"Ce nom n’est pas valide."	"Ese nombre no es válido."	"Dieser Name ist nicht gültig."	"Questo nome non è valido."
"onboard_name_owned"	"This name is already in use by another Trainer."	"すでに使われているニックネームです"	"Ce nom est déjà pris par un Dresseur."	"Este nombre ya está siendo usado por otro Entrenador."	"Dieser Name wird bereits von einem anderen Trainer benutzt."	"Questo nome lo sta già usando un altro Allenatore."
"onboard_name_cannot_change"	"Server Error"	"サーバーエラー"	"Erreur du serveur"	"Error de servidor"	"Server-Fehler"	"Errore del server"
"onboard_name_fail"	"An error has occurred. Try another name."	"エラーが発生しました、別のニックネームをお試しください"	"Une erreur s'est produite. Essaye un autre nom."	"Se ha producido un error. Prueba con otro nombre."	"Ein Fehler ist aufgetreten. Versuche es mit einem anderen Namen."	"Si è verificato un errore. Prova con un altro nome."
"onboard_enter_name_prompt"	"Enter the nickname that other Trainers will use for you."	"他のトレーナーに呼んでほしいニックネームを入力してください"	"Entre le nom que les autres Dresseurs verront pour ton avatar."	"Introduce el apodo que otros Entrenadores verán para tu avatar."	"Gib ein, wie dich die anderen Trainer nennen sollen."	"Inserisci il soprannome che gli altri Allenatori vedranno associato al tuo avatar."
"onboard_enter_name_hint"	"Nickname"	"ニックネーム"	"Nom"	"Apodo"	"Spitzname"	"Soprannome"
"onboard_name_are_you_sure"	"Are you sure you want to be called <b>{0}</b>?"	"ニックネームは <b>{0}</b> でいいですか？"	"Tu confirmes « <b>{0}</b> » ?"	"¿Seguro que quieres que te llamen <b>{0}</b>?"	"Bist du sicher, dass du <b>{0}</b> genannt werden möchtest?"	"Sei sicuro di voler essere chiamato <b>{0}</b>?"
"pokedex_all_types"	"All Types"	"すべてのタイプ"	"Tous les types"	"Todos los tipos"	"Alle Typen"	"Tutti i tipi"
"pokedex_notencountered"	"Not Encountered"	"まだ見つけていないポケモン"	"Non rencontrés"	"No encontrados"	"Noch nicht begegnet"	"Non incontrati"
"pokedex_page_all"	"All"	"すべて"	"Tous"	"Todos"	"Alle"	"Tutti"
"pokedex_page_caught"	"Caught:"	"捕まえた数:"	"Attrapés :"	"Atrapados:"	"Gefangen:"	"Catturati:"
"pokedex_page_seen"	"Seen:"	"見つけた数:"	"Vus :"	"Vistos:"	"Gesehen:"	"Visti:"
"pokedex_page_name_not_seen"	"?????"	"？？？？？？"	"???"	"(?)"	"??????"	"??????"
"pokedex_details_seen"	"Seen:"	"見つけた数:"	"Vus :"	"Vistos:"	"Gesehen:"	"Visti:"
"pokedex_details_caught"	"Caught:"	"捕まえた数:"	"Attrapés :"	"Atrapados:"	"Gefangen:"	"Presi:"
"pokedex_details_type"	"Type:"	"タイプ:"	"Type :"	"Tipo:"	"Typ:"	"Tipo:"
"pokedex_details_type_not_caught"	"---"	"ーーー"	"---"	"---"	"---"	"---"
"pokedex_details_weight"	"Weight:"	"重さ:"	"Poids :"	"Peso:"	"Gewicht:"	"Peso:"
"pokedex_details_weight_not_caught"	"???"	"???.?"	"???"	"(?)"	"???"	"???"
"pokedex_details_height"	"Height:"	"高さ:"	"Taille :"	"Altura:"	"Größe:"	"Altezza:"
"pokedex_details_height_not_caught"	"???"	"???.?"	"???"	"(?)"	"???"	"???"
"pokedex_details_category_not_caught"	"????? Pokémon"	"？？？？？ポケモン"	"Pokémon ???"	"Pokémon (?)"	"???"	"Pokémon ?????"
"pokedex_details_evolution"	"Evolution"	"進化"	"Évolution"	"Evolución"	"Entwicklung"	"Evoluzione"
"pokedex_sort_alphabet"	"Name"	"名前"	"Nom"	"Nombre"	"Name"	"Dalla A alla Z"
"pokedex_sort_date"	"Recent"	"日付"	"Date de découverte"	"Fecha encontrado"	"Funddatum"	"Data ritrovamento"
"pokedex_sort_hp"	"HP"	"HP"	"PV"	"Puntos de Salud"	"KP"	"Punti salute"
"pokedex_sort_level"	"Combat Power"	"強さ"	"Points de combat"	"Puntos de Combate"	"Wettkampfpunkte"	"Punti lotta"
"pokedex_sort_number"	"Number"	"番号"	"Numéro du Pokédex"	"Número de la Pokédex"	"Nr."	"Numero di Pokédex"
"pokedex_sort_favorite"	"Favorite"	"お気に入り"	"Favoris"	"Favorito"	"Favorit"	"Preferiti"
"pokedex_registered_to_pokedex"	"Registered to Pokédex"	"新しく図鑑に登録されます"	"Inscrit dans le Pokédex"	"Registrado en la Pokédex"	"Im Pokédex registriert"	"Registrato nel Pokédex"
"pokemon_info_type"	"Type"	"タイプ"	"Type"	"Tipo"	"Typ"	"Tipo"
"pokemon_info_weight"	"Weight"	"重さ"	"Poids"	"Peso"	"Gewicht"	"Peso"
"pokemon_info_height"	"Height"	"高さ"	"Taille"	"Altura"	"Größe"	"Altezza"
"pokemon_info_cp"	"CP"	"CP"	"PC"	"PC"	"WP"	"PL"
"pokemon_info_powerup_section"	"POWER UP"	"パワーアップ"	"RECHARGE"	"MÁS PODER"	"Power-up"	"POTENZIAMENTO"
"pokemon_info_powerup_button"	"Power Up"	"強化"	"Recharger"	"Más poder"	"Power-up"	"Potenzia"
"pokemon_info_powerup_need_candies"	"Need more {0} Candies."	"{0}のアメがたりません"	"Il te faut plus de bonbons {0}."	"Necesitas más Caramelos {0}."	"Du benötigst mehr {0}-Bonbons."	"Ti servono più caramelle {0}."
"pokemon_info_powerup_need_stardusts"	"Need more Stardust."	"ほしのすながたりません"	"Il te faut plus de Poussières Étoile."	"Necesitas más Polvoestelares."	"Du benötigst mehr Sternenstaub."	"Ti serve più polvere di stella."
"pokemon_info_powerup_player_lv_too_low"	"Trainer level is too low to power up."	"トレーナーレベルがたりません"	"Le niveau du joueur est trop bas pour recharger."	"El nivel de Entrenador es demasiado bajo para poder dar más poder."	"Trainer-Level zu niedrig, um Power-up zu verwenden."	"Il livello giocatore è troppo basso per consentire il potenziamento."
"pokemon_info_powerup_pokemon_deployed"	"{0} is assigned to a Gym."	"{0}はジムにいます"	"{0} est assigné à une Arène."	"{0} ha sido asignado a un Gimnasio."	"{0} ist einer Arena zugewiesen."	"{0} è assegnato a una Palestra."
"pokemon_info_powerup_confirmation"	"Do you want to power up {0}?"	"{0}を強化しますか？"	"Veux-tu recharger {0} ?"	"¿Quieres dar más poder a {0}?"	"Möchtest du bei {0} ein Power-up verwenden?"	"Desideri potenziare {0}?"
"pokemon_info_evolve_button"	"Evolve"	"進化"	"Faire évoluer"	"Evolucionar"	"Entwickeln"	"Fai evolvere"
"pokemon_info_evolve_need_candies"	"Need more {0} Candies."	"{0}のアメがたりません"	"Il te faut plus de bonbons {0}."	"Necesitas más Caramelos {0}."	"Du benötigst mehr {0}-Bonbons."	"Ti servono più caramelle {0}."
"pokemon_info_evolve_pokemon_deployed"	"{0} is assigned to a Gym."	"{0}はジムにいます"	"{0} est assigné à une Arène."	"{0} ha sido asignado a un Gimnasio."	"{0} ist einer Arena zugewiesen."	"{0} è assegnato a una Palestra."
"pokemon_info_evolve_need_stardusts"	"Need more Stardust."	"ほしのすながたりません"	"Il te faut plus de Poussières Étoile."	"Necesitas más Polvoestelares."	"Du benötigst mehr Sternenstaub."	"Ti serve più polvere di stella."
"pokemon_info_transfer_favorite_error"	"Cannot transfer a favorite Pokémon!"	"お気に入りのポケモンは送れません！"	"Tu ne peux pas transférer un Pokémon marqué comme favori."	"No se puede transferir un Pokémon favorito."	"Ein als Favorit markiertes Pokémon kann nicht verschickt werden."	"I tuoi Pokémon preferiti non possono essere trasferiti."
"pokemon_info_pokemon_is_released"	"{0} was released."	"ばいばい {0}！ 元気でね！"	"{0} a été relâché."	"{0} ha sido liberado."	"{0} wurde freigelassen."	"{0} è stato liberato."
"pokemon_info_candy_label"	"{0} Candy"	"{0}のアメ"	"Bonbons {0}"	"Caramelos {0}"	"{0}-Bonbon"	"Caramelle {0}"
"pokemon_info_stardust_label"	"Stardust"	"ほしのすな"	"Poussières Étoile"	"Polvoestelares"	"Sternenstaub"	"Polvere di stella"
"pokemon_info_transfer_to_professor"	"Transfer"	"博士に送る"	"Transférer"	"Transferir"	"Verschicken"	"TRASFERIMENTO"
"pokemon_info_heal"	"Heal"	"回復"	"Soigner"	"Curar"	"Heilen"	"Cura"
"pokemon_info_transfer_to_professor_confirmation"	"<size=40><b>Do you want to transfer {0} to the Professor?</b></size>\n\nYou can't undo this action once you transfer."	"博士に送ると戻ってきません。{0} を送ってもいいですか？"	"Tu ne pourras pas le reprendre après cette opération. Veux-tu vraiment transférer {0} au Professeur ?"	"No podrás recuperarlo después de transferirlo al Profesor. ¿De veras quieres transferir {0} al Profesor? "	"Nachdem du es an den Professor geschickt hast, kannst du es nicht zurückholen. Möchtest du {0} wirklich an den Professor schicken?"	"Una volta trasferito al professore, non potrai riaverlo indietro. Vuoi davvero trasferire {0} al professore?"
"pokemon_info_transfer_to_professor_result"	"Transfer succeeded! Got a {0} Candy from the Professor."	"ポケモンを送って博士から {0}のアメをもらった。"	"Transfert effectué. Tu as reçu un bonbon {0} du Professeur."	"¡Transferencia con éxito! Has obtenido un Caramelo {0} del Profesor."	"Erfolgreich verschickt! {0}-Bonbon vom Professor erhalten!"	"Trasferimento effettuato. Hai ricevuto una caramella {0} dal professore."
"pokemon_info_transfer_failed"	"Couldn't transfer {0} due to an unknown error."	"{0} を送ることができませんでした。"	"Impossible de transférer {0}. Erreur inconnue."	"{0} no ha podido ser transferido debido a un error desconocido."	"{0} konnte aufgrund eines unbekannten Fehlers nicht verschickt werden."	"Impossibile trasferire {0}. Errore sconosciuto."
"pokemon_info_release_deployed"	"Assigned"	"配置されています"	"Assigné"	"Asignado"	"Zugewiesen"	"Assegnato"
"pokemon_type_normal"	"Normal"	"ノーマル"	"Normal"	"Normal"	"Normal"	"Normale"
"pokemon_type_fighting"	"Fighting"	"かくとう"	"Combat"	"Lucha"	"Kampf"	"Lotta"
"pokemon_type_flying"	"Flying"	"ひこう"	"Vol"	"Volador"	"Flug"	"Volante"
"pokemon_type_poison"	"Poison"	"どく"	"Poison"	"Veneno"	"Gift"	"Veleno"
"pokemon_type_ground"	"Ground"	"じめん"	"Sol"	"Tierra"	"Boden"	"Terra"
"pokemon_type_rock"	"Rock"	"いわ"	"Roche"	"Roca"	"Gestein"	"Roccia"
"pokemon_type_bug"	"Bug"	"むし"	"Insecte"	"Bicho"	"Käfer"	"Coleottero"
"pokemon_type_ghost"	"Ghost"	"ゴースト"	"Spectre"	"Fantasma"	"Geist"	"Spettro"
"pokemon_type_steel"	"Steel"	"はがね"	"Acier"	"Acero"	"Stahl"	"Acciaio"
"pokemon_type_fire"	"Fire"	"ほのお"	"Feu"	"Fuego"	"Feuer"	"Fuoco"
"pokemon_type_water"	"Water"	"みず"	"Eau"	"Agua"	"Wasser"	"Acqua"
"pokemon_type_grass"	"Grass"	"くさ"	"Plante"	"Planta"	"Pflanze"	"Erba"
"pokemon_type_electric"	"Electric"	"でんき"	"Électrik"	"Eléctrico"	"Elektro"	"Elettro"
"pokemon_type_psychic"	"Psychic"	"エスパー"	"Psy"	"Psíquico"	"Psycho"	"Psico"
"pokemon_type_ice"	"Ice"	"こおり"	"Glace"	"Hielo"	"Eis"	"Ghiaccio"
"pokemon_type_dragon"	"Dragon"	"ドラゴン"	"Dragon"	"Dragón"	"Drache"	"Drago"
"pokemon_type_dark"	"Dark"	"あく"	"Ténèbres"	"Siniestro"	"Unlicht"	"Buio"
"pokemon_type_fairy"	"Fairy"	"フェアリー"	"Fée"	"Hada"	"Fee"	"Folletto"
"pokestop_item_inventory_full"	"Your Bag is full."	"持ち物がいっぱいです"	"Ton Sac est plein."	"Tu Bolsa está llena."	"Dein Beutel ist voll."	"La tua Borsa è piena."
"pokestop_no_items_found"	"Try again later."	"少し時間をおいてください"	"Essaye plus tard."	"Vuelve a intentarlo más adelante."	"Versuche es später noch mal."	"Riprova più tardi."
"pokestop_pokestop_is_too_far"	"This PokéStop is too far away."	"ポケストップへ近づいてください"	"Ce PokéStop est trop loin."	"Esta Poképarada está demasiado lejos."	"Dieser PokéStop ist zu weit entfernt."	"Questo Pokéstop è troppo lontano."
"profile_player_level"	"Level"	"レベル"	"Niveau"	"Nivel"	"Level"	"Livello"
"profile_start_date"	"Start Date:"	"始めた日："	"Date de début"	"Fecha de inicio:"	"Startdatum:"	"Data di inizio:"
"profile_button_activity_log"	"Journal"	"ぼうけんノート"	"Journal"	"Diario"	"Tagebuch"	"Diario"
"profile_button_customize"	"Customize"	"着替える"	"Personnaliser"	"Personalizar"	"Individualisieren"	"Personalizza"
"recycle_dialog_prefix"	"Discard"	"捨てる道具："	"Déposer"	"¿Tirar"	"{0}"	"Butta qualche"
"recycle_dialog_suffix"	"{0}?"	"{0}"	"l'objet {0} ?"	"{0}?"	"wegwerfen?"	"{0}?"
"screen_title_item_bag"	"ITEMS"	"道具"	"OBJETS"	"OBJETOS"	"Items"	"STRUMENTI"
"screen_title_pokedex"	"POKÉDEX"	"図鑑"	"POKÉDEX"	"POKÉDEX"	"Pokédex"	"POKÉDEX"
"screen_title_pokemon_inventory"	"POKÉMON"	"ポケモン"	"POKÉMON"	"POKÉMON"	"Pokémon"	"POKÉMON"
"screen_title_pokemon_inventory_egg"	"EGGS"	"タマゴ"	"ŒUFS"	"HUEVOS"	"EIER"	"UOVA"
"screen_title_settings"	"SETTINGS"	"設定"	"OPTIONS"	"OPCIONES"	"Einstellungen"	"IMPOSTAZIONI"
"screen_title_tips"	"TIPS"	"ヒント"	"Astuces"	"Consejos"	"Tipps"	"Suggerimenti"
"team_name_team0"	"No Team"	"所属なし"	"Pas d'équipe"	"Sin equipo"	"Ohne Team"	"Senza squadra"
"team_name_team1"	"Team Mystic"	"チーム ミスティック"	"Sagesse"	"Equipo Sabiduría"	"Team Weisheit"	"Squadra Saggezza"
"team_name_team2"	"Team Valor"	"チーム ヴァーラー"	"Bravoure"	"Equipo Valor"	"Team Wagemut"	"Squadra Coraggio"
"team_name_team3"	"Team Instinct"	"チーム インスティンクト"	"Intuition"	"Equipo Instinto"	"Team Intuition"	"Squadra Istinto"
"pick_team_intro"	"Welcome to Gym Battles!"	"ジムへようこそ！"	"Bienvenue aux combats d’Arènes !"	"¡Te damos la bienvenida a los Combates de Gimnasio!"	"Willkommen bei den Arenakämpfen!"	"Sfide in Palestra"
